,LEAP - 4026 (Parent Series),daily series test 1,International Reserves,Testing 9.7 (f),QC Team Testing: Case: 985.11
Region,Test,Test,Chile,Test,Test
Subnational,,,,,
Frequency,"Daily, ""5 observation""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""5 observation"""
Unit,%,Person,USD mn,Unit,NA
Source,CDM_Stress_Test_STP_QA_Akshata,test22_10,Central Bank of Chile,Test AC 9.7,QC_Test (Full Scale)
Status,Active,Active,Active,Active,Active
Series ID,366946997 (CDCC),352636197,114157808,383129097,379564047
SR Code,SR88307687,SR88086077,SR1393378,SR101306137,SR108100567
Mnemonic,,,,,
Function Information,,,,,
First Obs. Date,02/02/2015,01/12/2013,31/12/1995,28/10/2016,13/01/2003
Last Obs. Date,27/03/2015,18/12/2013,07/05/2019,06/12/2016,26/08/2016
Last Update Time,27/03/2015,12/02/2016,15/05/2019,10/10/2018,26/08/2016
Series remarks,,this is my remark,,,
Suggestions,,,,,
30/07/2015,,,,,341.07560137
31/07/2015,,,38181.27050288,,341.07560137
03/08/2015,,,,,341.28350515
04/08/2015,,,,,341.58591065
05/08/2015,,,,,341.5790378
06/08/2015,,,,,341.5532646
07/08/2015,,,37785.63557431,,341.56701031
10/08/2015,,,,,341.65292096
11/08/2015,,,,,341.75257732
12/08/2015,,,,,342.0257732
13/08/2015,,,,,342.12714777
14/08/2015,,,,,342.29553265
15/08/2015,,,38702.31862134,,
17/08/2015,,,,,342.42783505
18/08/2015,,,,,342.19415808
19/08/2015,,,,,342.47766323
20/08/2015,,,,,342.24914089
21/08/2015,,,,,342.38659794
23/08/2015,,,38390.23136084,,
24/08/2015,,,,,341.85395189
25/08/2015,,,,,342.02061856
26/08/2015,,,,,342.37972509
27/08/2015,,,,,342.29896907
28/08/2015,,,,,342.24742268
31/08/2015,,,38403.08086249,,342.18041237
01/09/2015,,,,,342.29725086
02/09/2015,,,,,342.25257732
03/09/2015,,,,,342.59965636
04/09/2015,,,,,342.48797251
07/09/2015,,,38366.85367181,,341.83333333
08/09/2015,,,,,342.5
09/09/2015,,,,,342.76460481
10/09/2015,,,,,342.90893471
11/09/2015,,,,,343.17182131
14/09/2015,,,,,342.60137457
15/09/2015,,,39022.88248249,,341.32130584
16/09/2015,,,,,341.93986254
17/09/2015,,,,,342.35395189
18/09/2015,,,,,342.54123711
21/09/2015,,,,,342.5532646
22/09/2015,,,,,342.81271478
23/09/2015,,,38769.34363761,,342.83161512
24/09/2015,,,,,343.00171821
25/09/2015,,,,,343.08591065
28/09/2015,,,,,342.59278351
29/09/2015,,,,,343.12542955
30/09/2015,,,38245.37253602,,343.09793814
01/10/2015,,,,,343.00171821
02/10/2015,,,,,343.07388316
05/10/2015,,,,,343.0137457
06/10/2015,,,,,342.79381443
07/10/2015,,,37924.62313387,,342.95360825
08/10/2015,,,,,342.54123711
09/10/2015,,,,,342.68900344
12/10/2015,,,,,342.71993127
13/10/2015,,,,,342.68556701
14/10/2015,,,,,342.72164948
15/10/2015,,,39424.46839509,,341.9862543
16/10/2015,,,,,342.40206186
19/10/2015,,,,,342.35910653
20/10/2015,,,,,342.13402062
21/10/2015,,,,,342.26460481
22/10/2015,,,,,342.31271478
23/10/2015,,,39177,,342.21649485
26/10/2015,,,,,342.48453608
27/10/2015,,,,,342.14776632
28/10/2015,,,,,342.28865979
29/10/2015,,,,,341.99828179
30/10/2015,,,38593.14009216,,342.21134021
02/11/2015,,,,,342.28350515
03/11/2015,,,,,342.41237113
04/11/2015,,,,,342.35738832
05/11/2015,,,,,342.46563574
06/11/2015,,,,,342.28350515
07/11/2015,,,38366.85447882,,
09/11/2015,,,,,342.40378007
10/11/2015,,,,,342.41237113
11/11/2015,,,,,342.45532646
13/11/2015,,,,,341.84364261
15/11/2015,,,39705.18670348,,
16/11/2015,,,,,342.1975945
17/11/2015,,,,,342.21649485
18/11/2015,,,,,342.39862543
19/11/2015,,,,,342.51890034
20/11/2015,,,,,342.43127148
23/11/2015,,,38148.75859466,,342.51202749
24/11/2015,,,,,342.58419244
25/11/2015,,,,,342.5790378
26/11/2015,,,,,342.67353952
27/11/2015,,,,,342.65979381
30/11/2015,,,38458.77644417,,342.75429553
01/12/2015,,,,,342.85051546
02/12/2015,,,,,342.93127148
03/12/2015,,,,,343.08762887
04/12/2015,,,,,343.10996564
07/12/2015,,,38678.24390529,,343.13402062
08/12/2015,,,,,343.18900344
09/12/2015,,,,,343.2233677
10/12/2015,,,,,343.19931271
11/12/2015,,,,,342.63917526
14/12/2015,,,,,342.95876289
15/12/2015,,,39950.78293567,,342.52061856
16/12/2015,,,,,342.83505155
17/12/2015,,,,,343.01890034
18/12/2015,,,,,342.9604811
21/12/2015,,,,,342.99828179
22/12/2015,,,,,343.00171821
23/12/2015,,,38972.37454901,,343.01030928
24/12/2015,,,,,343.04123711
25/12/2015,,,,,342.39003436
28/12/2015,,,,,342.49484536
30/12/2015,,,38642.55871094,,342.95189003
31/12/2015,,,,,342.87113402
04/01/2016,,,,,343.06872852
05/01/2016,,,,,343.23539519
06/01/2016,,,,,343.32302405
07/01/2016,,,38494.695202,,343.40378007
08/01/2016,,,,,343.35395189
11/01/2016,,,,,343.33848797
12/01/2016,,,,,343.45017182
13/01/2016,,,,,343.53436426
14/01/2016,,,,,343.63058419
15/01/2016,,,38915.87672271,,344.24054983
18/01/2016,,,,,344.48109966
19/01/2016,,,,,344.80927835
20/01/2016,,,,,344.89862543
21/01/2016,,,,,344.86254296
22/01/2016,,,,,344.86082474
23/01/2016,,,38550.26654332,,
25/01/2016,,,,,344.74914089
26/01/2016,,,,,344.96219931
27/01/2016,,,,,344.98453608
28/01/2016,,,,,345.1185567
29/01/2016,,,,,345.59793814
31/01/2016,,,38459.28136314,,
01/02/2016,,,,,345.4862543
02/02/2016,,,,,345.94158076
03/02/2016,,,,,346.12199313
04/02/2016,,,,,346.63573883
05/02/2016,,,,,346.82646048
07/02/2016,,,38360.36760526,,
08/02/2016,,,,,346.87628866
12/02/2016,,,,,346.97938144
15/02/2016,,,39356.19347246,,347.15635739
16/02/2016,,,,,347.37457045
17/02/2016,,,,,347.44158076
18/02/2016,,,,,348.23883162
19/02/2016,,,,,348.67697595
22/02/2016,,,,,348.65463918
23/02/2016,,,38600.04307246,,349.39003436
24/02/2016,,,,,349.5395189
25/02/2016,,,,,350.02405498
26/02/2016,,,,,349.97938144
29/02/2016,,,38254.66846176,,349.22164948
01/03/2016,,,,,349.59450172
02/03/2016,,,,,350.10137457
03/03/2016,,,,,350.68213058
04/03/2016,,,,,350.91752577
07/03/2016,,,38014.43433038,,351.5257732
09/03/2016,,,,,351.71821306
10/03/2016,,,,,351.9209622
11/03/2016,,,,,351.87628866
14/03/2016,,,,,351.63573883
15/03/2016,,,38521.53842277,,351.34364261
16/03/2016,,,,,350.79381443
17/03/2016,,,,,351.58247423
18/03/2016,,,,,351.83161512
21/03/2016,,,,,351.92611684
22/03/2016,,,,,351.99656357
23/03/2016,,,39041.6729564,,352.12371134
24/03/2016,,,,,352.25945017
25/03/2016,,,,,352.35223368
28/03/2016,,,,,352.37972509
29/03/2016,,,,,352.36597938
30/03/2016,,,,,352.35910653
31/03/2016,,,39552.9803237,,352.04467354
01/04/2016,,,,,352.0257732
04/04/2016,,,,,351.74742268
05/04/2016,,,,,350.94329897
06/04/2016,,,,,350.98797251
07/04/2016,,,39620.46748059,,349.29381443
08/04/2016,,,,,348.26975945
11/04/2016,,,,,347.75085911
12/04/2016,,,,,347.08591065
13/04/2016,,,,,345.90206186
14/04/2016,,,,,345.09621993
15/04/2016,,,38927.25507038,,344.51546392
18/04/2016,,,,,342.33505155
19/04/2016,,,,,341.27835052
20/04/2016,,,,,339.92955326
21/04/2016,,,,,340.66494845
22/04/2016,,,,,340.27147766
23/04/2016,,,39157.3160708,,
25/04/2016,,,,,343.00171821
26/04/2016,,,,,343.09106529
27/04/2016,,,,,344.62371134
28/04/2016,,,,,345.25945017
29/04/2016,,,,,345.67697595
30/04/2016,,,39868.06233712,,
02/05/2016,,,,,346.29037801
03/05/2016,,,,,346.60824742
04/05/2016,,,,,347.06013746
05/05/2016,,,,,347.21477663
06/05/2016,,,,,347.25601375
07/05/2016,,,39696.69491736,,
09/05/2016,,,,,347.31958763
10/05/2016,,,,,347.08934708
11/05/2016,,,,,346.7233677
12/05/2016,,,,,345.73195876
13/05/2016,,,,,344.15979381
15/05/2016,,,39843.18577768,,
16/05/2016,,,,,343.41924399
17/05/2016,,,,,342.18900344
18/05/2016,,,,,343.96219931
19/05/2016,,,,,343.82989691
20/05/2016,,,,,343.3556701
23/05/2016,,,39150.92710919,,343.67697595
24/05/2016,,,,,343.6443299
25/05/2016,,,,,343.26975945
26/05/2016,,,,,343.40206186
27/05/2016,,,,,342.7766323
30/05/2016,,,,,342.01546392
31/05/2016,,,39848.21259265,,341.67182131
02/06/2016,,,,,341.74398625
03/06/2016,,,,,340.96907216
06/06/2016,,,,,341.00515464
07/06/2016,,,39521.82815498,,341.13573883
08/06/2016,,,,,340.28865979
09/06/2016,,,,,340.22508591
10/06/2016,,,,,339.21305842
13/06/2016,,,,,338.51890034
14/06/2016,,,,,338.5652921
15/06/2016,,,39575.6439637,,336.96391753
16/06/2016,,,,,336.21305842
17/06/2016,,,,,335.51890034
20/06/2016,,,,,335.10996564
21/06/2016,,,,,334.55670103
22/06/2016,,,,,333.65979381
23/06/2016,,,39567.572164,,333.62886598
24/06/2016,,,,,333.12027491
27/06/2016,,,,,334.09965636
28/06/2016,,,,,337.20446735
30/06/2016,,,39693.94863694,,340.59278351
01/07/2016,,,,,342.39862543
04/07/2016,,,,,342.89003436
05/07/2016,,,,,342.58934708
06/07/2016,,,,,344.9209622
07/07/2016,,,39131.703299,,345.74570447
08/07/2016,,,,,346.66151203
15/07/2016,,,39604.86375726,,
18/07/2016,,,,,347.62886598
19/07/2016,,,,,349.23367698
20/07/2016,,,,,350.08762887
21/07/2016,,,,,351.09965636
22/07/2016,,,,,352.01718213
23/07/2016,,,39690.73965284,,
25/07/2016,,,,,352.11340206
26/07/2016,,,,,352.75773196
27/07/2016,,,,,354.24398625
28/07/2016,,,,,355.40034364
29/07/2016,,,,,356.20103093
31/07/2016,,,39426.71364918,,
01/08/2016,,,,,356.46735395
02/08/2016,,,,,358.69587629
03/08/2016,,,,,359.25085911
04/08/2016,,,,,360.53264605
05/08/2016,,,,,362.76116838
07/08/2016,,,38731.88454206,,
08/08/2016,,,,,364.71649485
09/08/2016,,,,,366.29037801
10/08/2016,,,,,367.97079038
11/08/2016,,,,,369.77147766
12/08/2016,,,,,372.75601375
15/08/2016,,,38715.13452243,,375.83848797
16/08/2016,,,,,384.41924399
17/08/2016,,,,,386.93986254
18/08/2016,,,,,389.2233677
19/08/2016,,,,,388.95189003
20/08/2016,,,,,388.95189003
22/08/2016,,,,,388.32474227
23/08/2016,,,39219.39028803,,387.95017182
24/08/2016,,,,,387.45189003
25/08/2016,,,,,386.76116838
26/08/2016,,,,,387.15463918
31/08/2016,,,39076.99017403,,
07/09/2016,,,39285.27326608,,
15/09/2016,,,40040.40713159,,
23/09/2016,,,39993.30399409,,
30/09/2016,,,39436.63754583,,
07/10/2016,,,38955.84020926,,
15/10/2016,,,39751.7817745,,
23/10/2016,,,39055.67776555,,
28/10/2016,,,,1,
29/10/2016,,,,1,
30/10/2016,,,,1,
31/10/2016,,,39528.4292108,1,
01/11/2016,,,,1,
02/11/2016,,,,1,
03/11/2016,,,,1,
04/11/2016,,,,1,
05/11/2016,,,,1,
06/11/2016,,,,1,
07/11/2016,,,39536.96801602,1,
08/11/2016,,,,1,
09/11/2016,,,,1,
10/11/2016,,,,1,
11/11/2016,,,,1,
12/11/2016,,,,1,
13/11/2016,,,,1,
14/11/2016,,,,1,
15/11/2016,,,39467.63596668,1,
16/11/2016,,,,1,
17/11/2016,,,,1,
18/11/2016,,,,1,
19/11/2016,,,,1,
20/11/2016,,,,1,
21/11/2016,,,,1,
22/11/2016,,,,1,
23/11/2016,,,39461.44082103,1,
24/11/2016,,,,1,
25/11/2016,,,,1,
26/11/2016,,,,1,
27/11/2016,,,,1,
28/11/2016,,,,1,
29/11/2016,,,,1,
30/11/2016,,,39430.18562747,1,
01/12/2016,,,,1,
02/12/2016,,,,1,
03/12/2016,,,,1,
04/12/2016,,,,1,
05/12/2016,,,,1,
06/12/2016,,,,1,
07/12/2016,,,38127.82871439,,
15/12/2016,,,39762.57720508,,
23/12/2016,,,40148.9195408,,
31/12/2016,,,40493.64894303,,
07/01/2017,,,39432.22451143,,
15/01/2017,,,40264.06270536,,
23/01/2017,,,38734.80783327,,
31/01/2017,,,39882.75154205,,
07/02/2017,,,39371.10627111,,
15/02/2017,,,39643.24544355,,
23/02/2017,,,39889.48553611,,
28/02/2017,,,39709.90663876,,
07/03/2017,,,39372.36649382,,
15/03/2017,,,38597.21521321,,
23/03/2017,,,39290.07101584,,
31/03/2017,,,39021.9592925,,
07/04/2017,,,37786.33147222,,
15/04/2017,,,39098.91749311,,
23/04/2017,,,39117.05210219,,
30/04/2017,,,38962.17629634,,
07/05/2017,,,38379.72582137,,
15/05/2017,,,38473.34018594,,
23/05/2017,,,38814.01153286,,
31/05/2017,,,38850.13860636,,
07/06/2017,,,38312.65778926,,
15/06/2017,,,37598.9154805,,
23/06/2017,,,38803.10134952,,
30/06/2017,,,38914.87963394,,
07/07/2017,,,38632.93892362,,
15/07/2017,,,40029.14145491,,
23/07/2017,,,38752.16984505,,
31/07/2017,,,38410.71517505,,
07/08/2017,,,38564.83519869,,
15/08/2017,,,38653.33200212,,
23/08/2017,,,38446.73286431,,
31/08/2017,,,38943.12500865,,
07/09/2017,,,38029.32534158,,
15/09/2017,,,39289.34308368,,
23/09/2017,,,39719.48219741,,
30/09/2017,,,37737.88917297,,
07/10/2017,,,37664.73932422,,
15/10/2017,,,37859.99491756,,
23/10/2017,,,38712.45585551,,
31/10/2017,,,39268.76774081,,
07/11/2017,,,38026.8087211,,
15/11/2017,,,38033.16755904,,
23/11/2017,,,37988.62687747,,
30/11/2017,,,37911.50938639,,
07/12/2017,,,37883.31298052,,
15/12/2017,,,39173.02370256,,
23/12/2017,,,39208.12110633,,
31/12/2017,,,38982.62751381,,
07/01/2018,,,39266.17148311,,
15/01/2018,,,39540.09230166,,
23/01/2018,,,38441.91140655,,
31/01/2018,,,38708.22492168,,
07/02/2018,,,38130.33832208,,
15/02/2018,,,39953.67911349,,
23/02/2018,,,39379.97622843,,
28/02/2018,,,38391.85353659,,
07/03/2018,,,37522.2772744,,
15/03/2018,,,38410.40850505,,
23/03/2018,,,38558.8492549,,
29/03/2018,,,38103.82842734,,
07/04/2018,,,36981.17765423,,
15/04/2018,,,38681.99007812,,
23/04/2018,,,37000.67578368,,
30/04/2018,,,37336.97959185,,
07/05/2018,,,36651.55217659,,
15/05/2018,,,37568.91835343,,
23/05/2018,,,36783.6284885,,
31/05/2018,,,37281.21599127,,
07/06/2018,,,37095.9,,
15/06/2018,,,37989.2,,
23/06/2018,,,37569.5,,
30/06/2018,,,36986.9,,
07/07/2018,,,37114.5,,
15/07/2018,,,37691.4,,
23/07/2018,,,37744.5,,
31/07/2018,,,37575.87788641,,
07/08/2018,,,37573.15726297,,
15/08/2018,,,37989.44272942,,
23/08/2018,,,36880.38863945,,
31/08/2018,,,36780.74338273,,
07/09/2018,,,36714.41409563,,
15/09/2018,,,37837.82652409,,
23/09/2018,,,37470.44599094,,
30/09/2018,,,37134.58807574,,
07/10/2018,,,36767.75966849,,
15/10/2018,,,37427.06337506,,
23/10/2018,,,37425.69012383,,
31/10/2018,,,37457.15817361,,
07/11/2018,,,37006.98541051,,
15/11/2018,,,37648.47321501,,
23/11/2018,,,38001.05937956,,
30/11/2018,,,39564.3759112,,
07/12/2018,,,37523.01961392,,
15/12/2018,,,39855.62701952,,
23/12/2018,,,39701.69232448,,
31/12/2018,,,39860.62711512,,
07/01/2019,,,39061.46281163,,
15/01/2019,,,38901.81335938,,
23/01/2019,,,38011.75795443,,
31/01/2019,,,38909.32638907,,
07/02/2019,,,38364.09768415,,
15/02/2019,,,38446.60345461,,
23/02/2019,,,38552.50328472,,
28/02/2019,,,38713.50133729,,
07/03/2019,,,38378.31666414,,
15/03/2019,,,39711.76636107,,
23/03/2019,,,38592.13762823,,
31/03/2019,,,38709.9864504,,
07/04/2019,,,38551.31118714,,
15/04/2019,,,38829.75305978,,
23/04/2019,,,38564.83000405,,
30/04/2019,,,37920.77488587,,
07/05/2019,,,37676.61197179,,
